indicador,variable,variable_descripcion,area,area_tipo,valor
Empleo informal,Ocupados informales Municipio,Hab. 2012 Municipio,La Paz,Ciudad,224825.0
Empleo informal,Ocupados informales Municipio,Hab. 2012 Municipio,El Alto,Ciudad,295043.0
Empleo informal,Ocupados informales Municipio,Hab. 2012 Municipio,Viacha,Ciudad,31363.0
Empleo informal,Ocupados informales Municipio,Hab. 2012 Municipio,Cochabamba,Ciudad,180236.0
Empleo informal,Ocupados informales Municipio,Hab. 2012 Municipio,Quillacollo,Ciudad,40008.0
Empleo informal,Ocupados informales Municipio,Hab. 2012 Municipio,Tiquipaya,Ciudad,16540.0
Empleo informal,Ocupados informales Municipio,Hab. 2012 Municipio,Colcapirhua,Ciudad,13116.0
Empleo informal,Ocupados informales Municipio,Hab. 2012 Municipio,Sacaba,Ciudad,52236.0
Empleo informal,Ocupados informales Municipio,Hab. 2012 Municipio,Oruro,Ciudad,76417.0
Empleo informal,Ocupados informales Municipio,Hab. 2012 Municipio,Potosí,Ciudad,53323.0
Empleo informal,Ocupados informales Municipio,Hab. 2012 Municipio,Tarija,Ciudad,57870.0
Empleo informal,Ocupados informales Municipio,Hab. 2012 Municipio,Yacuiba,Ciudad,26997.0
Empleo informal,Ocupados informales Municipio,Hab. 2012 Municipio,Santa Cruz de La Sierra,Ciudad,364690.0
Empleo informal,Ocupados informales Municipio,Hab. 2012 Municipio,La Guardia,Ciudad,23192.0
Empleo informal,Ocupados informales Municipio,Hab. 2012 Municipio,Warnes,Ciudad,19916.0
Empleo informal,Ocupados informales Municipio,Hab. 2012 Municipio,Montero,Ciudad,28087.0
Empleo informal,Ocupados informales Municipio,Hab. 2012 Municipio,Trinidad,Ciudad,28821.0
Empleo informal,Ocupados informales Municipio,Hab. 2012 Municipio,Riberalta,Ciudad,24811.0
Empleo informal,Ocupados informales Municipio,Hab. 2012 Municipio,Cobija,Ciudad,13478.0
Empleo informal,Ocupados informales Municipio,Hab. 2012 Municipio,Achocalla,Ciudad,10490.0
Empleo informal,Ocupados informales Municipio,Hab. 2012 Municipio,Sipe Sipe,Ciudad,14655.0
Empleo informal,Ocupados informales Municipio,Hab. 2012 Municipio,Vinto,Ciudad,15575.0
Empleo informal,Ocupados informales Municipio,Hab. 2012 Municipio,Cotoca,Ciudad,11184.0
Empleo informal,Ocupados informales Municipio,Hab. 2012 Municipio,El Torno,Ciudad,16661.0
Empleo informal,Informalidad Municipio,-2012%,Área Metropolitana de La Paz,Metropolitana,71.5
Empleo informal,Informalidad Municipio,-2012%,Área Metropolitana de Cochabamba,Metropolitana,67.2
Empleo informal,Informalidad Municipio,-2012%,Área Metropolitana de Santa Cruz,Metropolitana,54.9
Empleo informal,Informalidad Municipio,-2012%,Total 20 ciudades,Ciudad,64.4
Empleo informal,Informalidad Municipio,-2012%,Sucre,Ciudad,71.9
Empleo informal,Informalidad Municipio,-2012%,La Paz,Ciudad,62.2
Empleo informal,Informalidad Municipio,-2012%,El Alto,Ciudad,78.7
Empleo informal,Informalidad Municipio,-2012%,Viacha,Ciudad,82.8
Empleo informal,Informalidad Municipio,-2012%,Cochabamba,Ciudad,65.0
Empleo informal,Informalidad Municipio,-2012%,Quillacollo,Ciudad,68.4
Empleo informal,Informalidad Municipio,-2012%,Tiquipaya,Ciudad,70.3
Empleo informal,Informalidad Municipio,-2012%,Colcapirhua,Ciudad,58.1
Empleo informal,Informalidad Municipio,-2012%,Sacaba,Ciudad,71.3
Empleo informal,Informalidad Municipio,-2012%,Oruro,Ciudad,71.0
Empleo informal,Informalidad Municipio,-2012%,Potosí,Ciudad,74.5
Empleo informal,Informalidad Municipio,-2012%,Tarija,Ciudad,59.9
Empleo informal,Informalidad Municipio,-2012%,Yacuiba,Ciudad,65.6
Empleo informal,Informalidad Municipio,-2012%,Santa Cruz de La Sierra,Ciudad,54.0
Empleo informal,Informalidad Municipio,-2012%,La Guardia,Ciudad,58.6
Empleo informal,Informalidad Municipio,-2012%,Warnes,Ciudad,49.5
Empleo informal,Informalidad Municipio,-2012%,Montero,Ciudad,60.6
Empleo informal,Informalidad Municipio,-2012%,Trinidad,Ciudad,62.0
Empleo informal,Informalidad Municipio,-2012%,Riberalta,Ciudad,67.5
Empleo informal,Informalidad Municipio,-2012%,Cobija,Ciudad,64.6
Empleo informal,Informalidad Municipio,-2012%,Achocalla,Ciudad,93.3
Empleo informal,Informalidad Municipio,-2012%,Sipe Sipe,Ciudad,81.3
Empleo informal,Informalidad Municipio,-2012%,Vinto,Ciudad,71.8
Empleo informal,Informalidad Municipio,-2012%,Cotoca,Ciudad,58.9
Empleo informal,Informalidad Municipio,-2012%,El Torno,Ciudad,71.4
Tasa de desempleo,Población Desocupada,Hab. 2012,Área Metropolitana de La Paz,Metropolitana,26098.0
Tasa de desempleo,Población Desocupada,Hab. 2012,Área Metropolitana de Cochabamba,Metropolitana,22209.0
Tasa de desempleo,Población Desocupada,Hab. 2012,Área Metropolitana de Santa Cruz,Metropolitana,22929.0
Tasa de desempleo,Población Desocupada,Hab. 2012,Total 20 ciudades,Ciudad,88351.0
Tasa de desempleo,Población Desocupada,Hab. 2012,Sucre,Ciudad,4281.0
Tasa de desempleo,Población Desocupada,Hab. 2012,La Paz,Ciudad,14193.0
Tasa de desempleo,Población Desocupada,Hab. 2012,El Alto,Ciudad,11127.0
Tasa de desempleo,Población Desocupada,Hab. 2012,Viacha,Ciudad,599.0
Tasa de desempleo,Población Desocupada,Hab. 2012,Cochabamba,Ciudad,13635.0
Tasa de desempleo,Población Desocupada,Hab. 2012,Quillacollo,Ciudad,2386.0
Tasa de desempleo,Población Desocupada,Hab. 2012,Tiquipaya,Ciudad,950.0
Tasa de desempleo,Población Desocupada,Hab. 2012,Colcapirhua,Ciudad,903.0
Tasa de desempleo,Población Desocupada,Hab. 2012,Sacaba,Ciudad,3019.0
Tasa de desempleo,Población Desocupada,Hab. 2012,Oruro,Ciudad,2849.0
Tasa de desempleo,Población Desocupada,Hab. 2012,Potosí,Ciudad,4348.0
Tasa de desempleo,Población Desocupada,Hab. 2012,Tarija,Ciudad,4763.0
Tasa de desempleo,Población Desocupada,Hab. 2012,Yacuiba,Ciudad,1389.0
Tasa de desempleo,Población Desocupada,Hab. 2012,Santa Cruz de La Sierra,Ciudad,19631.0
Tasa de desempleo,Población Desocupada,Hab. 2012,La Guardia,Ciudad,836.0
Tasa de desempleo,Población Desocupada,Hab. 2012,Warnes,Ciudad,766.0
Tasa de desempleo,Población Desocupada,Hab. 2012,Montero,Ciudad,937.0
Tasa de desempleo,Población Desocupada,Hab. 2012,Trinidad,Ciudad,1040.0
Tasa de desempleo,Población Desocupada,Hab. 2012,Riberalta,Ciudad,568.0
Tasa de desempleo,Población Desocupada,Hab. 2012,Cobija,Ciudad,131.0
Tasa de desempleo,Población Desocupada,Hab. 2012,Achocalla,Ciudad,179.0
Tasa de desempleo,Población Desocupada,Hab. 2012,Sipe Sipe,Ciudad,547.0
Tasa de desempleo,Población Desocupada,Hab. 2012,Vinto,Ciudad,769.0
Tasa de desempleo,Población Desocupada,Hab. 2012,Cotoca,Ciudad,376.0
Tasa de desempleo,Población Desocupada,Hab. 2012,El Torno,Ciudad,383.0
Tasa de desempleo,Población Económicamente Activa - PEA,Hab. 2012,Área Metropolitana de La Paz,Metropolitana,816663.0
Tasa de desempleo,Población Económicamente Activa - PEA,Hab. 2012,Área Metropolitana de Cochabamba,Metropolitana,511211.0
Tasa de desempleo,Población Económicamente Activa - PEA,Hab. 2012,Área Metropolitana de Santa Cruz,Metropolitana,878365.0
Tasa de desempleo,Población Económicamente Activa - PEA,Hab. 2012,Total 20 ciudades,Ciudad,2655354.0
Tasa de desempleo,Población Económicamente Activa - PEA,Hab. 2012,Sucre,Ciudad,108801.0
Tasa de desempleo,Población Económicamente Activa - PEA,Hab. 2012,La Paz,Ciudad,378925.0
Tasa de desempleo,Población Económicamente Activa - PEA,Hab. 2012,El Alto,Ciudad,387546.0
Tasa de desempleo,Población Económicamente Activa - PEA,Hab. 2012,Viacha,Ciudad,38655.0
Tasa de desempleo,Población Económicamente Activa - PEA,Hab. 2012,Cochabamba,Ciudad,287402.0
Tasa de desempleo,Población Económicamente Activa - PEA,Hab. 2012,Quillacollo,Ciudad,60177.0
Tasa de desempleo,Población Económicamente Activa - PEA,Hab. 2012,Tiquipaya,Ciudad,24389.0
Tasa de desempleo,Población Económicamente Activa - PEA,Hab. 2012,Colcapirhua,Ciudad,23212.0
Tasa de desempleo,Población Económicamente Activa - PEA,Hab. 2012,Sacaba,Ciudad,75480.0
Tasa de desempleo,Población Económicamente Activa - PEA,Hab. 2012,Oruro,Ciudad,111552.0
Tasa de desempleo,Población Económicamente Activa - PEA,Hab. 2012,Potosí,Ciudad,74518.0
Tasa de desempleo,Población Económicamente Activa - PEA,Hab. 2012,Tarija,Ciudad,100470.0
Tasa de desempleo,Población Económicamente Activa - PEA,Hab. 2012,Yacuiba,Ciudad,42269.0
Tasa de desempleo,Población Económicamente Activa - PEA,Hab. 2012,Santa Cruz de La Sierra,Ciudad,703994.0
Tasa de desempleo,Población Económicamente Activa - PEA,Hab. 2012,La Guardia,Ciudad,41058.0
Tasa de desempleo,Población Económicamente Activa - PEA,Hab. 2012,Warnes,Ciudad,41590.0
Tasa de desempleo,Población Económicamente Activa - PEA,Hab. 2012,Montero,Ciudad,48049.0
Tasa de desempleo,Población Económicamente Activa - PEA,Hab. 2012,Trinidad,Ciudad,48378.0
Tasa de desempleo,Población Económicamente Activa - PEA,Hab. 2012,Riberalta,Ciudad,37479.0
Tasa de desempleo,Población Económicamente Activa - PEA,Hab. 2012,Cobija,Ciudad,21410.0
Tasa de desempleo,Población Económicamente Activa - PEA,Hab. 2012,Achocalla,Ciudad,11537.0
Tasa de desempleo,Población Económicamente Activa - PEA,Hab. 2012,Sipe Sipe,Ciudad,18376.0
Tasa de desempleo,Población Económicamente Activa - PEA,Hab. 2012,Vinto,Ciudad,22175.0
Tasa de desempleo,Población Económicamente Activa - PEA,Hab. 2012,Cotoca,Ciudad,19592.0
Tasa de desempleo,Población Económicamente Activa - PEA,Hab. 2012,El Torno,Ciudad,24082.0
Tasa de desempleo,Tasa de Desempleo Abierta,-2012%,Área Metropolitana de La Paz,Metropolitana,3.2
Tasa de desempleo,Tasa de Desempleo Abierta,-2012%,Área Metropolitana de Cochabamba,Metropolitana,4.3
Tasa de desempleo,Tasa de Desempleo Abierta,-2012%,Área Metropolitana de Santa Cruz,Metropolitana,2.6
Tasa de desempleo,Tasa de Desempleo Abierta,-2012%,Total 20 ciudades,Ciudad,3.3
Tasa de desempleo,Tasa de Desempleo Abierta,-2012%,Sucre,Ciudad,3.9
Tasa de desempleo,Tasa de Desempleo Abierta,-2012%,La Paz,Ciudad,3.7
Tasa de desempleo,Tasa de Desempleo Abierta,-2012%,El Alto,Ciudad,2.9
Tasa de desempleo,Tasa de Desempleo Abierta,-2012%,Viacha,Ciudad,1.5
Tasa de desempleo,Tasa de Desempleo Abierta,-2012%,Cochabamba,Ciudad,4.7
Tasa de desempleo,Tasa de Desempleo Abierta,-2012%,Quillacollo,Ciudad,4.0
Tasa de desempleo,Tasa de Desempleo Abierta,-2012%,Tiquipaya,Ciudad,3.9
Tasa de desempleo,Tasa de Desempleo Abierta,-2012%,Colcapirhua,Ciudad,3.9
Tasa de desempleo,Tasa de Desempleo Abierta,-2012%,Sacaba,Ciudad,4.0
Tasa de desempleo,Tasa de Desempleo Abierta,-2012%,Oruro,Ciudad,2.6
Tasa de desempleo,Tasa de Desempleo Abierta,-2012%,Potosí,Ciudad,5.8
Tasa de desempleo,Tasa de Desempleo Abierta,-2012%,Tarija,Ciudad,4.7
Tasa de desempleo,Tasa de Desempleo Abierta,-2012%,Yacuiba,Ciudad,3.3
Tasa de desempleo,Tasa de Desempleo Abierta,-2012%,Santa Cruz de La Sierra,Ciudad,2.8
Tasa de desempleo,Tasa de Desempleo Abierta,-2012%,La Guardia,Ciudad,2.0
Tasa de desempleo,Tasa de Desempleo Abierta,-2012%,Warnes,Ciudad,1.8
Tasa de desempleo,Tasa de Desempleo Abierta,-2012%,Montero,Ciudad,2.0
Tasa de desempleo,Tasa de Desempleo Abierta,-2012%,Trinidad,Ciudad,2.1
Tasa de desempleo,Tasa de Desempleo Abierta,-2012%,Riberalta,Ciudad,1.5
Tasa de desempleo,Tasa de Desempleo Abierta,-2012%,Cobija,Ciudad,0.6
Tasa de desempleo,Tasa de Desempleo Abierta,-2012%,Achocalla,Ciudad,1.6
Tasa de desempleo,Tasa de Desempleo Abierta,-2012%,Sipe Sipe,Ciudad,3.0
Tasa de desempleo,Tasa de Desempleo Abierta,-2012%,Vinto,Ciudad,3.5
Tasa de desempleo,Tasa de Desempleo Abierta,-2012%,Cotoca,Ciudad,1.9
Tasa de desempleo,Tasa de Desempleo Abierta,-2012%,El Torno,Ciudad,1.6
Relación Empleo / Población,PO,Hab. 2012,Área Metropolitana de La Paz,Metropolitana,798988.0
Relación Empleo / Población,PO,Hab. 2012,Área Metropolitana de Cochabamba,Metropolitana,501419.0
Relación Empleo / Población,PO,Hab. 2012,Área Metropolitana de Santa Cruz,Metropolitana,866275.0
Relación Empleo / Población,PO,Hab. 2012,Total 20 ciudades,Ciudad,2605980.0
Relación Empleo / Población,PO,Hab. 2012,Sucre,Ciudad,105973.0
Relación Empleo / Población,PO,Hab. 2012,La Paz,Ciudad,369313.0
Relación Empleo / Población,PO,Hab. 2012,El Alto,Ciudad,380010.0
Relación Empleo / Población,PO,Hab. 2012,Viacha,Ciudad,38249.0
Relación Empleo / Población,PO,Hab. 2012,Cochabamba,Ciudad,281390.0
Relación Empleo / Población,PO,Hab. 2012,Quillacollo,Ciudad,59125.0
Relación Empleo / Población,PO,Hab. 2012,Tiquipaya,Ciudad,23970.0
Relación Empleo / Población,PO,Hab. 2012,Colcapirhua,Ciudad,22814.0
Relación Empleo / Población,PO,Hab. 2012,Sacaba,Ciudad,74149.0
Relación Empleo / Población,PO,Hab. 2012,Oruro,Ciudad,108771.0
Relación Empleo / Población,PO,Hab. 2012,Potosí,Ciudad,72511.0
Relación Empleo / Población,PO,Hab. 2012,Tarija,Ciudad,98690.0
Relación Empleo / Población,PO,Hab. 2012,Yacuiba,Ciudad,41750.0
Relación Empleo / Población,PO,Hab. 2012,Santa Cruz de La Sierra,Ciudad,693643.0
Relación Empleo / Población,PO,Hab. 2012,La Guardia,Ciudad,40617.0
Relación Empleo / Población,PO,Hab. 2012,Warnes,Ciudad,41186.0
Relación Empleo / Población,PO,Hab. 2012,Montero,Ciudad,47555.0
Relación Empleo / Población,PO,Hab. 2012,Trinidad,Ciudad,47876.0
Relación Empleo / Población,PO,Hab. 2012,Riberalta,Ciudad,37205.0
Relación Empleo / Población,PO,Hab. 2012,Cobija,Ciudad,21183.0
Relación Empleo / Población,PO,Hab. 2012,Achocalla,Ciudad,11416.0
Relación Empleo / Población,PO,Hab. 2012,Sipe Sipe,Ciudad,18135.0
Relación Empleo / Población,PO,Hab. 2012,Vinto,Ciudad,21836.0
Relación Empleo / Población,PO,Hab. 2012,Cotoca,Ciudad,19394.0
Relación Empleo / Población,PO,Hab. 2012,El Torno,Ciudad,23880.0
Relación Empleo / Población,PET,Hab. 2012,Área Metropolitana de La Paz,Metropolitana,1393960.0
Relación Empleo / Población,PET,Hab. 2012,Área Metropolitana de Cochabamba,Metropolitana,913945.0
Relación Empleo / Población,PET,Hab. 2012,Área Metropolitana de Santa Cruz,Metropolitana,1465440.0
Relación Empleo / Población,PET,Hab. 2012,Total 20 ciudades,Ciudad,4603588.0
Relación Empleo / Población,PET,Hab. 2012,Sucre,Ciudad,208691.0
Relación Empleo / Población,PET,Hab. 2012,La Paz,Ciudad,642729.0
Relación Empleo / Población,PET,Hab. 2012,El Alto,Ciudad,668531.0
Relación Empleo / Población,PET,Hab. 2012,Viacha,Ciudad,64704.0
Relación Empleo / Población,PET,Hab. 2012,Cochabamba,Ciudad,511169.0
Relación Empleo / Población,PET,Hab. 2012,Quillacollo,Ciudad,108904.0
Relación Empleo / Población,PET,Hab. 2012,Tiquipaya,Ciudad,42606.0
Relación Empleo / Población,PET,Hab. 2012,Colcapirhua,Ciudad,42073.0
Relación Empleo / Población,PET,Hab. 2012,Sacaba,Ciudad,136738.0
Relación Empleo / Población,PET,Hab. 2012,Oruro,Ciudad,210373.0
Relación Empleo / Población,PET,Hab. 2012,Potosí,Ciudad,148115.0
Relación Empleo / Población,PET,Hab. 2012,Tarija,Ciudad,167822.0
Relación Empleo / Población,PET,Hab. 2012,Yacuiba,Ciudad,72876.0
Relación Empleo / Población,PET,Hab. 2012,Santa Cruz de La Sierra,Ciudad,1163626.0
Relación Empleo / Población,PET,Hab. 2012,La Guardia,Ciudad,69329.0
Relación Empleo / Población,PET,Hab. 2012,Warnes,Ciudad,73299.0
Relación Empleo / Población,PET,Hab. 2012,Montero,Ciudad,86173.0
Relación Empleo / Población,PET,Hab. 2012,Trinidad,Ciudad,83411.0
Relación Empleo / Población,PET,Hab. 2012,Riberalta,Ciudad,66699.0
Relación Empleo / Población,PET,Hab. 2012,Cobija,Ciudad,35720.0
Relación Empleo / Población,PET,Hab. 2012,Achocalla,Ciudad,17996.0
Relación Empleo / Población,PET,Hab. 2012,Sipe Sipe,Ciudad,32054.0
Relación Empleo / Población,PET,Hab. 2012,Vinto,Ciudad,40401.0
Relación Empleo / Población,PET,Hab. 2012,Cotoca,Ciudad,34213.0
Relación Empleo / Población,PET,Hab. 2012,El Torno,Ciudad,38800.0
Relación Empleo / Población,Tasa de Ocupación,-2012%,Área Metropolitana de La Paz,Metropolitana,57.3
Relación Empleo / Población,Tasa de Ocupación,-2012%,Área Metropolitana de Cochabamba,Metropolitana,54.9
Relación Empleo / Población,Tasa de Ocupación,-2012%,Área Metropolitana de Santa Cruz,Metropolitana,59.1
Relación Empleo / Población,Tasa de Ocupación,-2012%,Total 20 ciudades,Ciudad,56.6
Relación Empleo / Población,Tasa de Ocupación,-2012%,Sucre,Ciudad,50.8
Relación Empleo / Población,Tasa de Ocupación,-2012%,La Paz,Ciudad,57.5
Relación Empleo / Población,Tasa de Ocupación,-2012%,El Alto,Ciudad,56.8
Relación Empleo / Población,Tasa de Ocupación,-2012%,Viacha,Ciudad,59.1
Relación Empleo / Población,Tasa de Ocupación,-2012%,Cochabamba,Ciudad,55.0
Relación Empleo / Población,Tasa de Ocupación,-2012%,Quillacollo,Ciudad,54.3
Relación Empleo / Población,Tasa de Ocupación,-2012%,Tiquipaya,Ciudad,56.3
Relación Empleo / Población,Tasa de Ocupación,-2012%,Colcapirhua,Ciudad,54.2
Relación Empleo / Población,Tasa de Ocupación,-2012%,Sacaba,Ciudad,54.2
Relación Empleo / Población,Tasa de Ocupación,-2012%,Oruro,Ciudad,51.7
Relación Empleo / Población,Tasa de Ocupación,-2012%,Potosí,Ciudad,49.0
Relación Empleo / Población,Tasa de Ocupación,-2012%,Tarija,Ciudad,58.8
Relación Empleo / Población,Tasa de Ocupación,-2012%,Yacuiba,Ciudad,57.3
Relación Empleo / Población,Tasa de Ocupación,-2012%,Santa Cruz de La Sierra,Ciudad,59.6
Relación Empleo / Población,Tasa de Ocupación,-2012%,La Guardia,Ciudad,58.6
Relación Empleo / Población,Tasa de Ocupación,-2012%,Warnes,Ciudad,56.2
Relación Empleo / Población,Tasa de Ocupación,-2012%,Montero,Ciudad,55.2
Relación Empleo / Población,Tasa de Ocupación,-2012%,Trinidad,Ciudad,57.4
Relación Empleo / Población,Tasa de Ocupación,-2012%,Riberalta,Ciudad,55.8
Relación Empleo / Población,Tasa de Ocupación,-2012%,Cobija,Ciudad,59.3
Relación Empleo / Población,Tasa de Ocupación,-2012%,Achocalla,Ciudad,63.4
Relación Empleo / Población,Tasa de Ocupación,-2012%,Sipe Sipe,Ciudad,56.6
Relación Empleo / Población,Tasa de Ocupación,-2012%,Vinto,Ciudad,54.0
Relación Empleo / Población,Tasa de Ocupación,-2012%,Cotoca,Ciudad,56.7
Relación Empleo / Población,Tasa de Ocupación,-2012%,El Torno,Ciudad,61.5
Ingreso medio del hogar,Ingreso Total Disponible,Millones de Bs/Mes - 2016,Área Metropolitana de La Paz,Metropolitana,3130.0
Ingreso medio del hogar,Ingreso Total Disponible,Millones de Bs/Mes - 2016,Área Metropolitana de Cochabamba,Metropolitana,2101.0
Ingreso medio del hogar,Ingreso Total Disponible,Millones de Bs/Mes - 2016,Área Metropolitana de Santa Cruz,Metropolitana,4641.0
Ingreso medio del hogar,Ingreso Total Disponible,Millones de Bs/Mes - 2016,Total 20 ciudades,Ciudad,12893.0
Ingreso medio del hogar,Ingreso Total Disponible,Millones de Bs/Mes - 2016,Sucre,Ciudad,615.0
Ingreso medio del hogar,Ingreso Total Disponible,Millones de Bs/Mes - 2016,La Paz,Ciudad,1657.0
Ingreso medio del hogar,Ingreso Total Disponible,Millones de Bs/Mes - 2016,El Alto,Ciudad,1364.0
Ingreso medio del hogar,Ingreso Total Disponible,Millones de Bs/Mes - 2016,Viacha,Ciudad,84.0
Ingreso medio del hogar,Ingreso Total Disponible,Millones de Bs/Mes - 2016,Cochabamba,Ciudad,1316.0
Ingreso medio del hogar,Ingreso Total Disponible,Millones de Bs/Mes - 2016,Quillacollo,Ciudad,218.0
Ingreso medio del hogar,Ingreso Total Disponible,Millones de Bs/Mes - 2016,Tiquipaya,Ciudad,91.0
Ingreso medio del hogar,Ingreso Total Disponible,Millones de Bs/Mes - 2016,Colcapirhua,Ciudad,107.0
Ingreso medio del hogar,Ingreso Total Disponible,Millones de Bs/Mes - 2016,Sacaba,Ciudad,287.0
Ingreso medio del hogar,Ingreso Total Disponible,Millones de Bs/Mes - 2016,Oruro,Ciudad,582.0
Ingreso medio del hogar,Ingreso Total Disponible,Millones de Bs/Mes - 2016,Potosí,Ciudad,725.0
Ingreso medio del hogar,Ingreso Total Disponible,Millones de Bs/Mes - 2016,Tarija,Ciudad,541.0
Ingreso medio del hogar,Ingreso Total Disponible,Millones de Bs/Mes - 2016,Yacuiba,Ciudad,162.0
Ingreso medio del hogar,Ingreso Total Disponible,Millones de Bs/Mes - 2016,Santa Cruz de La Sierra,Ciudad,3961.0
Ingreso medio del hogar,Ingreso Total Disponible,Millones de Bs/Mes - 2016,La Guardia,Ciudad,178.0
Ingreso medio del hogar,Ingreso Total Disponible,Millones de Bs/Mes - 2016,Warnes,Ciudad,165.0
Ingreso medio del hogar,Ingreso Total Disponible,Millones de Bs/Mes - 2016,Montero,Ciudad,248.0
Ingreso medio del hogar,Ingreso Total Disponible,Millones de Bs/Mes - 2016,Trinidad,Ciudad,273.0
Ingreso medio del hogar,Ingreso Total Disponible,Millones de Bs/Mes - 2016,Riberalta,Ciudad,158.0
Ingreso medio del hogar,Ingreso Total Disponible,Millones de Bs/Mes - 2016,Cobija,Ciudad,164.0
Ingreso medio del hogar,Ingreso Total Disponible,Millones de Bs/Mes - 2016,Achocalla,Ciudad,25.0
Ingreso medio del hogar,Ingreso Total Disponible,Millones de Bs/Mes - 2016,Sipe Sipe,Ciudad,16.0
Ingreso medio del hogar,Ingreso Total Disponible,Millones de Bs/Mes - 2016,Vinto,Ciudad,68.0
Ingreso medio del hogar,Ingreso Total Disponible,Millones de Bs/Mes - 2016,Cotoca,Ciudad,40.0
Ingreso medio del hogar,Ingreso Total Disponible,Millones de Bs/Mes - 2016,El Torno,Ciudad,49.0
Ingreso medio del hogar,Total Hogares,N° hogares - 2016,Área Metropolitana de La Paz,Metropolitana,824355.0
Ingreso medio del hogar,Total Hogares,N° hogares - 2016,Área Metropolitana de Cochabamba,Metropolitana,492149.0
